n	subject	id	task	num	answer	flags	question_short
435	mln	486	all	486	A	khop_dap_an	Tính chất của tư bản bất biến (c) là:
436	mln	487	all	487	D	khop_dap_an	Một trong những tác động tích cực của quy luật giá trị là gì?
437	mln	488	all	488	A	khop_dap_an	Thế nào là lao động giản đơn?
438	mln	490	all	490	A	domain_shell|vai_tro_stub|khop_dap_an	Theo công thức chung của tư bản thì T' được tính như thế nào?
439	mln	491	all	491	B	khop_dap_an	Quá trình lưu thông tư bản là:
440	mln	493	all	493	AC	khop_dap_an	Tại sao việc phát triển kinh tế thị trường định hướng xã hội chủ nghĩa ở Việt Nam là tất yếu khách quan? Chọn 2 đáp án.
441	mln	494	all	494	D	khop_dap_an	Lựa chọn đáp án đúng nhất: Mong muốn dân giàu, nước mạnh, dân chủ, công bằng, văn minh là mong muốn chung của ai?
442	mln	495	all	495	A	domain_shell|vai_tro_stub	Theo C.Mác có một loại hàng hóa đặc biệt mà khi sử dụng nó thì giá trị của nó không những được bảo tồn mà còn tạo ra nhữ
443	mln	496	all	496	B	domain_shell|vai_tro_stub|khop_dap_an	Sự tác động giữa cung và cầu sẽ hình thành:
444	mln	497	all	497	E	khop_dap_an	Yếu tố cấu thành thể chế kinh tế thị trường định hướng xã hội chủ nghĩa là:
445	mln	498	all	498	AC	khop_dap_an	Sự vận động của tiền trong nền sản xuất hàng hóa giản đơn (H-T-H), sự vận động của tiền trong nền sản xuất hàng hóa tư b
446	mln	499	all	499	A	khop_dap_an	Các nhân tố nào sau đây ảnh hưởng đến năng suất lao động?
447	mln	500	all	500	A	khop_dap_an	Mục tiêu mà nền kinh tế thị trường định hướng xã hội chủ nghĩa của Việt Nam hướng tôi bao gồm những gì? Chọn hai đáp án.
448	mln	501	all	501	A	domain_shell|vai_tro_stub|khop_dap_an	Hiện nay, do sự phát triển của lực lượng sản xuất và khoa học công nghệ đã hình thành các tổ chức độc quyền mới đó là:
449	mln	502	all	502	A	khop_dap_an	Trong cùng một thời gian lao động khi số lượng sản phẩm tăng lên còn giá trị một đơn vị hàng hóa và các điều khác không 
450	mln	503	all	503	A	domain_shell|vai_tro_stub	Lựa chọn đáp án đúng nhất: Trong nền kinh tế thị trường, hoạt động kinh tế được biểu hiện như thể nào?
451	mln	504	all	504	A	domain_shell|vai_tro_stub|khop_dap_an	Lao động xã hội của người sản xuất hàng hoá kết tinh trong hàng hoá được gọi là gì?
452	mln	505	all	505	A	khop_dap_an	Điều gì sẽ xảy ra nếu xuất hiện độc quyền trong nền kinh tế thị trường?
453	mln	506	all	506	A	khop_dap_an	Kinh tế thị trường định hướng xã hội chủ nghĩa là mô hình kinh tế như thế nào của thời quá độ lên chủ nghĩa xã hội ở nướ
454	mln	507	all	507	C	domain_shell|vai_tro_stub	Những quan hệ kinh tế của một xã hội nhất định được biểu hiện trước hết dưới hình thức nào sau đây?
455	mln	508	all	508	A	domain_shell|vai_tro_stub	Để nhận biết được thuộc tính giá trị của hàng hóa chúng ta xét chúng trong mối quan hệ
456	mln	510	all	510	D	domain_shell|vai_tro_stub|khop_dap_an	Xét trên phương diện lịch sủ, các hình thức tổ chức độc quyền phát triển từ thấp đến cao bao gồm:
457	mln	511	all	511	A	domain_shell|vai_tro_stub|khop_dap_an	Phát triển kinh tế thị trường định hướng xã hội chủ nghĩa sẽ phá vỡ tính chất nào sau đây của nền kinh tế?
458	mln	512	all	512	A	domain_shell|vai_tro_stub|khop_dap_an	Việt Nam tham gia sáng lập diễn đàn hợp tác Á -Âu (ASEM) năm nào?
459	mln	513	all	513	ABC	domain_shell|khop_dap_an	Trọng trạng thái độc quyền, cạnh tranh trong nội bộ các tổ chức độc quyền nhằm mục đích gì? (lựa chọn 3 đáp án)
460	mln	514	all	514	C	domain_shell|vai_tro_stub|khop_dap_an	Khi sản xuất và trao đối hàng hóa phát triên đòi hỏi phải có một vật ngang giá chung xuất hiện ở hình thái nào?
461	mln	515	all	515	A	khop_dap_an	Hàng hóa cá nhân được hiểu là:
462	mln	516	all	516	A	domain_shell|vai_tro_stub	Đâu KHÔNG phải là hình thức biểu hiện của giá trị thặng dư trong nền kinh tế thị trường?
463	mln	517	all	517	AB	domain_shell|khop_dap_an	Quá trình sản xuất giá trị thặng dư là sự thống nhất giữa các yếu tố nào sau đây? (Chọn 2 đáp án đúng)
464	mln	518	all	518	D	khop_dap_an	Thể chế kinh tế thị trường định hướng xã hội chủ nghĩa ở Việt Nam chưa đồng bộ là do?
465	mln	519	all	519	A	domain_shell|vai_tro_stub|khop_dap_an	Khi tích tụ và tập trung sản xuất phát triển đến một mức độ nào đó sẽ dẫn đến vẫn đề gì trong nên sản xuất tư bản?
466	mln	520	all	520	ABC	khop_dap_an	Để hoàn thiện thể chế về sở hữu trong nền kinh tế thị trường định hướng xã hội chủ nghĩa ở Việt Nam cần thực hiện những 
467	mln	521	all	521	AB	khop_dap_an	Hàng hóa được trao đối với nhau dựa trên yếu tố nào?
468	mln	522	all	522	A	domain_shell|vai_tro_stub|khop_dap_an	Cum từ nào thích hợp để điên vào dấu (...) sau: "Kinh tế thị trường định hướng... là nền kinh tế vận hành theo các quy l
469	mln	523	all	523	A	khop_dap_an	Tư bản bất biến tồn tại dưới hình thức nào?
470	mln	524	all	524	ABC	khop_dap_an	Đối tượng nghiên cứu của Kinh tế chính trị được hiểu là:
471	mln	525	all	525	B	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub|khop_dap_an	Quy luật kinh tế tồn tại mang tính chất:
472	mln	526	all	526	A	khop_dap_an	Quy luật giá trị yêu cầu sản xuất và trao đối hàng hóa phải tiến hành trên cơ sở nào?
473	mln	527	all	527	C	domain_shell|vai_tro_stub|khop_dap_an	Lợi ích kinh tế là gì?
474	mln	528	all	528	AB	khop_dap_an	Để sức lao động trở thành hàng hóa thì cần những điều kiện nào? (Chọn 2 đáp án)
475	mln	529	all	529	A	domain_shell|vai_tro_stub	Tiền trong nền sản xuất hàng hóa giản đơn vận động trong quan hệ nào sau đây?
476	mln	530	all	530	B	khop_dap_an	Những hạn chế của chủ nghĩa tư bản bắt nguồn từ mâu thuẫn cơ bản của chủ nghĩa tư bản, đó là mâu thuẫn nào?
477	mln	531	all	531	A	khop_dap_an	Hãy chỉ ra đặc điểm cơ bản của tổ chức độc quyền Syndicate?
478	mln	532	all	532	A	domain_shell|vai_tro_stub	Trong quan hệ giữa các lợi ích kinh tế chung tồn tại dưới dạng:
479	mln	533	all	533	A	domain_shell|vai_tro_stub	Có bao nhiêu mô hình công nghiệp hóa tiêu biểu trên thế giới?
480	mln	534	all	534	AC	domain_shell|vai_tro_stub|khop_dap_an	Đâu là thuộc tính của hàng hóa sức lao động? (Chọn 2 đáp án)
481	mln	535	all	535	A	khop_dap_an	Dựa vào căn cứ nào để phân chia thị trường hàng hóa và thị trường dịch vụ?
482	mln	536	all	536	AB	khop_dap_an	Theo A. Smith kinh tế chính trị là một ngành khoa học gắn với chính khách hay nhà lập pháp gắn với những mục tiêu nào?
483	mln	537	all	537	C	domain_shell|vai_tro_stub|khop_dap_an	Một hệ giá trị toàn diện gồm cà dân giàu, nước mạnh, dân chủ, công bằng, văn minh là hệ giá trị của xã hội nào mà loài n
484	mln	538	all	538	A	khop_dap_an	Quá trình sản xuất là sự kết hợp của các yếu tố nào?
485	mln	540	all	540	A	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub|khop_dap_an	Đâu là các đại diện tiêu biểu của trường phái kinh tế chính trị cổ điến Anh?
486	mln	542	all	542	B	khop_dap_an	Tư bản thương nghiệp của chủ nghĩa tư bản là:
487	mln	543	all	543	AB	khop_dap_an	Phương pháp sản xuất giá trị thặng dư tuyệt đối được nhà tư bản tạo ra bằng cách nào?
488	mln	544	all	544	A	khop_dap_an	Xét về bản chất lợi ích kinh tế phản ảnh điều gì?
489	mln	545	all	545	D	khop_dap_an	Hoàn thiện thể chế đảm bảo gắn tăng trưởng kinh tế với đảm bảo tiến bộ và công bằng xã hội bao, Việt Nam cần thực hiện n
490	mln	546	all	546	B	khop_dap_an	Trong các thế mạnh sau đây, đâu là thế mạnh của các doanh nghiệp vừa và nhỏ?
491	mln	547	all	547	A	khop_dap_an	Cơ sở sâu xa cho sự hình thành sở hữu hiện thực trước hết xuất phát từ những quá trình nào?
492	mln	549	all	549	ABC	domain_shell|khop_dap_an	Nguyên nhân hình thành độc quyền trong nên kinh tế thị trường ở các nước tư bản chủ nghĩa là gì?
493	mln	551	fuexam	527	D	domain_shell|vai_tro_stub|khop_dap_an	Xét trên phương diện lịch sử, các hình thức tổ chức độc quyền phát triển từ thấp đến cao bao gồm
494	mln	553	fuexam	529	A	domain_shell|vai_tro_stub|khop_dap_an	Điền vào chỗ trống để hoàn thành câu sau: "______ đề ra tập trung sản xuất và sự tập trung sản xuất này, khi phát triển 
495	mln	554	fuexam	530	A	domain_shell|vai_tro_stub|khop_dap_an	Việt Nam tham gia sáng lập diễn đàn hợp tác Á - Âu (ASEM) năm nào?
496	mln	555	fuexam	531	ABC	domain_shell|khop_dap_an	Trong trạng thái độc quyền, canh tranh trong nội bộ các tổ chức độc quyền nhằm mục đích gì?
497	mln	556	fuexam	532	C	domain_shell|vai_tro_stub|khop_dap_an	Khi sản xuất và trao đổi hàng hóa phát triển đòi hỏi phải có một vật ngang giả chung xuất hiện ở hình thái nào?
498	mln	557	fuexam	533	AB	domain_shell|khop_dap_an	Quá trình sản xuất giá trị thông dư là sự thống nhất giữa các yếu tố nào sau đây?
499	mln	558	fuexam	534	A	domain_shell|vai_tro_stub|khop_dap_an	Điều gì xảy ra nếu cung thấp hơn câu?
500	mln	559	fuexam	535	AC	khop_dap_an	Phạm trù lợi nhuận chẳng qua chỉ là một hình thái thần bí hóa của giá trị thặng dư, nguyên nhân của việc này xuất phát t
501	mln	560	fuexam	537	A	domain_shell|vai_tro_stub|khop_dap_an	Lao động trừu tượng tạo ra yếu tố nào?
502	mln	561	fuexam	538	A	domain_shell|vai_tro_stub|khop_dap_an	Tiên có mấy chức năng?
503	mln	562	fuexam	539	B	domain_shell|vai_tro_stub|khop_dap_an	Loại tiền nào được hiểu là phương tiện thanh toán mà giá trị hay sức mua của nó với tư cách là tiên vượt xa chi phí sản 
504	mln	563	fuexam	540	A	domain_shell|vai_tro_stub|khop_dap_an	Khi tích tụ và tập trung sản xuất phát triển đến một mức độ nào đó sẽ dẫn đến vấn đề gì trong nên sản xuất từ bản?
505	mln	564	fuexam	541	AB	khop_dap_an	Hàng hóa được trao đổi với nhau dựa trên yếu tố nào?
506	mln	565	fuexam	542	B	domain_shell|vai_tro_stub|khop_dap_an	Cụm từ nào thích hợp để điền vào dầu ( ) sau: "Kinh tế thị trường định hướng ( ) là nền kinh tế vận hành theo các quy lu
507	mln	566	fuexam	543	A	domain_shell|vai_tro_stub|khop_dap_an	Cơ chế thị trường được Adam Smith vị như
508	mln	567	fuexam	544	B	khop_dap_an	Hai phương pháp sản xuất giá trị thông dư là
509	mln	568	fuexam	545	B	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub|khop_dap_an	Quy luật kinh tế tôn tại mang tính chất:
510	mln	569	fuexam	546	A	domain_shell|vai_tro_stub|khop_dap_an	Người phát minh ra con thoi - một cải tiến của khung dệt và là một đồng góp quan trọng cho cách mạng công nghiệp lần thứ
511	mln	570	fuexam	548	A	domain_shell|vai_tro_stub|khop_dap_an	Cách mạng công nghiệp lần thứ nhất khởi phát từ nước nào?
512	mln	571	fuexam	549	A	khop_dap_an	Quy luật giá trị yêu cầu sản xuất và trao đổi hàng hoà phải tiến hành trên cơ sở nào
513	mln	572	fuexam	550	ABC	domain_shell|khop_dap_an	Nguyên nhân hình thành độc quyền trong nền kinh tế thị trường ở các nước tư bản chủ nghĩa là gì?
514	mln	573	fuexam	551	A	khop_dap_an	"Xây dựng nền kinh tế tự chủ phải trên cơ sở làm chủ công nghệ và chủ động, tích cực hội nhập, đa dạng hóa thị trường, n
515	mln	574	fuexam	553	D	khop_dap_an	Theo nghĩa trừu tượng, thị trường được hiểu như thế nào?
516	mln	575	fuexam	554	B	domain_shell|vai_tro_stub	Trong tuần hoàn từ bán, giai đoạn đầu tiên - giai đoạn lưu thông tư bản tồn tại dưới hình thái gì?
517	mln	576	fuexam	555	AB	khop_dap_an	Để sức lao động trở thành hàng hóa thì cần những điều kiện nào?
518	mln	577	fuexam	556	A	domain_shell|vai_tro_stub	Tiên trong nên sản xuất hàng hóa giản đơn vận động trong quan hệ nào sau đây?
519	mln	579	fuexam	558	B	khop_dap_an	Tư bản tài chính có nguồn gốc từ đầu?
520	mln	580	fuexam	560	C	domain_shell|vai_tro_stub|khop_dap_an	Nhận định "tự do cạnh tranh đẻ ra tập trung sản xuất và sự tập trung sản xuất này, phát triển tới một mức độ nhất định, 
521	mln	582	fuexam	563	B	khop_dap_an	Hàng hoá sức lao động khác hàng hoá thông thường ở chỗ nào?
522	mln	583	fuexam	564	C	khop_dap_an	Tính hai mặt của lao động sản xuất hàng hoá bao gồm các mặt nào?
523	mln	585	fuexam	567	A	khop_dap_an	Trên giác độ kinh tế chính trị, lao động trừu tượng được hiểu như thế nào?
524	mln	586	fuexam	568	B	khop_dap_an	Dựa vào căn cứ nào để chia tư bản thành tư bản bất biến và tư bản khả biến?
525	mln	587	fuexam	569	A	can_doi_chieu|so_ban_chat|khop_dap_an	Địa tô chênh lệch II được thu trên ruộng đất nào?
526	mln	588	fuexam	570	C	khop_dap_an	Loại tái sản xuất nào làm tăng sản phẩm chủ yếu do tăng năng suất lao động và hiệu quả sử dụng các nguồn lực?
527	mln	589	fuexam	571	AC	khop_dap_an	(Chọn nhiều phương án) Mục đích hình thành độc quyền nhà nước trong chủ nghĩa tư bản đó là:
528	mln	590	fuexam	572	C	khop_dap_an	Chủ nghĩa tư bản ra đời khi nào?
529	mln	591	fuexam	573	A	khop_dap_an	Chính sách thực dân trong thời đại chủ nghĩa đế quốc tư bản đã tạo ra những hình thức lệ thuộc mới có tính quá độ của cá
530	mln	592	fuexam	574	AB	domain_shell|vai_tro_stub|khop_dap_an	(Chọn nhiều đáp án) Sau những năm 50 của thế kỷ XX, chủ nghĩa tư bản chuyển sang chính sách thực dân mới đó là:
531	mln	593	fuexam	575	A	khop_dap_an	Đâu là một trong những nguyên nhân dẫn đến sự sụp đổ của Liên Xô và Đông Âu?
532	mln	594	fuexam	576	B	khop_dap_an	Các tổ chức độc quyền sử dụng giá cả độc quyền để làm gì?
533	mln	595	fuexam	577	B	can_doi_chieu|so_ban_chat|khop_dap_an	Quan điểm cho rằng, xã hội loài người phát triển dựa theo những quy luật tự nhiên thuộc về trường phái nào?
534	mln	596	fuexam	578	AC	khop_dap_an	(Chọn hai đáp án) Mục tiêu của kinh tế thị trường định hướng xã hội chủ nghĩa ở Việt Nam là gì?
535	mln	597	fuexam	579	A	domain_shell|vai_tro_stub|khop_dap_an	Đâu là các đại diện tiêu biểu của trường phái kinh tế chính trị cổ điển Anh?
536	mln	598	fuexam	580	AB	khop_dap_an	(Chọn hai đáp án) Theo
537	mln	599	fuexam	581	B	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub|khop_dap_an	Chính sách kinh tế được hiểu là hoạt động mang tính chất
538	mln	600	fuexam	582	D	domain_shell|vai_tro_stub	Đâu không phải là chức năng của kinh tế chính trị Mác - Lênin?
539	mln	601	fuexam	583	A	domain_shell|vai_tro_stub|khop_dap_an	Giá trị hàng hoá được tạo ra từ quá trình nào?
540	mln	602	fuexam	584	C	domain_shell|vai_tro_stub|khop_dap_an	Khi sản xuất và trao đổi hàng hóa phát triển đòi hỏi phải có một vật ngang giá chung xuất hiện ở hình thái nào?
541	mln	603	fuexam	585	A	khop_dap_an	Dựa vào căn cứ nào để phân chia thị trường hàng hoá và thị trường dịch vụ?
542	mln	604	fuexam	586	AC	domain_shell|vai_tro_stub|khop_dap_an	(Chọn hai đáp án) Đâu là thuộc tính của hàng hóa sức lao động?
543	mln	605	fuexam	587	ABC	domain_shell|vai_tro_stub	Theo quan điểm của kinh tế chính trị Mác - Lênin, các nhân tố nào ảnh hưởng tới tỷ suất lợi nhuận trong các nhân tố sau 
544	mln	606	fuexam	588	AB	khop_dap_an	(Chọn các phương án đúng) Tư bản cho vay trong chủ nghĩa tư bản có những đặc điểm nào?
545	mln	607	fuexam	589	ABC	domain_shell|vai_tro_stub	Giá trị thặng dư biểu hiện cụ thể thông qua các hình thái nào?
546	mln	608	fuexam	590	C	domain_shell|vai_tro_stub	Hãy chỉ ra đâu không phải là nguyên nhân hình thành độc quyền?
547	mln	609	fuexam	591	ABC	domain_shell|khop_dap_an	(Lựa chọn 3 đáp án) Trong trạng thái độc quyền, cạnh tranh trong nội bộ các tổ chức độc quyền nhằm mục đích gì?
548	mln	610	fuexam	592	B	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub|khop_dap_an	Các tài phiệt thực hiện sự thống trị thông qua cách thức nào?
549	mln	611	fuexam	593	C	domain_shell|vai_tro_stub|khop_dap_an	Một hệ giá trị toàn diện gồm cả dân giàu, nước mạnh, dân chủ, công bằng, văn minh là hệ giá trị của xã hội nào mà loài n
550	mln	612	fuexam	594	D	khop_dap_an	Hoàn thiện thể chế đảm bảo gắn tăng trưởng kinh tế với đảm bảo tiến bộ và công bằng xã hội, Việt Nam cần thực hiện những
551	mln	613	fuexam	595	A	khop_dap_an	Nội dung cơ bản của Cách mạng công nghiệp lần thứ nhất là gì?
552	mln	614	fuexam	596	ABC	domain_shell	(Chọn 3 đáp án) Cơ cấu kinh tế là tổng thể quan hệ hữu cơ, phụ thuộc và quy định lẫn nhau về quy mô và trình độ của cơ c
553	mln	615	fuexam	597	A	khop_dap_an	Xét về bản chất lợi ích kinh tế phản ánh điều gì?
